title,description,url,content
Belize | Data,Belize from The World Bank: Data,https://data.worldbank.org/country/belize?view=chart,data page close brows countri indic data menu page data brows countri indic us get help desk contact data improv statist capac global data facil intern comparison program power pariti intern household surveI network joint extern debt hub open data quarterli extern debt statist world develop intern debt statist countri data develop use jump human capit index global econom climat overview theme goal topic social econom environ social indic recent valu trend poverti ratio daI poverti ratio daI data avail trend life expect total life expect total recent valu trend total total recent valu trend popul growth popul growth recent valu trend net migrat net migrat recent valu trend human capit index human capit index data avail trend econom indic recent valu trend current constant current constant recent valu billion billion trend per per current constant current constant recent valu trend growth growth recent valu trend total total labor total total labor recent valu trend consum consum recent valu trend person receiv person receiv recent valu trend environ indic recent valu trend per per recent valu trend forest area land forest area land recent valu trend access electr access electr recent valu trend annual total intern annual total intern recent valu trend electr product renew exclud hydroelectr electr product renew exclud hydroelectr data avail trend peopl safe sanit peopl safe sanit data avail trend indic recent valu trend intent intent recent valu trend central govern total central govern total recent valu trend statist perform overal score statist perform overal score recent valu trend recent valu trend proport nation proport nation recent valu trend foreign direct net foreign direct net recent valu trend map compar time seri world develop excel explor countri profil back top fiscal year million new supplement fiscal year brows map summari maI origin princip amount amount amount undisburs amount oblig explor raw data world slice dice visual share site social take home mobil recent lac high frequenc phone wave romero lac high frequenc phone wave romero multipl indic cluster surveI unit statist institut global financi inclus develop research financ privat sector develop unit provid data peopl live oper human capit index per horizont product rel complet educ full health human capit index data countri level human capit index well overal index amount human capit child born todaI expect attain age given poor health poor educ prevail countri design highlight current health educ shape product next gener assum born todaI experi next educ health age rang current human capit index global econom annual growth global econom world economi affect report major commod financi global econom climat chang averag monthli temperatur averag monthli rainfal climat chang knowledg portal climat data inform understand commun futur climat chang climat chang knowledg portal help us improv site help feedback legal privaci notic access inform contact world bank report fraud corrupt site optim function give best possibl continu navig beyond learn click
Brazil | Data,Brazil from The World Bank: Data,https://data.worldbank.org/country/brazil?view=chart,data page brazil close brows countri indic data menu page data brows countri indic us get help desk contact data improv statist capac global data facil intern comparison program power pariti intern household surveI network joint extern debt hub open data quarterli extern debt statist world develop intern debt statist countri data develop use brazil jump human capit index global econom climat overview theme goal topic social econom environ social indic recent valu trend poverti ratio daI poverti ratio daI recent valu trend life expect total life expect total recent valu trend total total recent valu trend popul growth popul growth recent valu trend net migrat net migrat recent valu trend human capit index human capit index recent valu trend econom indic recent valu trend current constant current constant recent valu trillion trillion trend per per current constant current constant recent valu trend growth growth recent valu trend total total labor total total labor recent valu trend consum consum recent valu trend person receiv person receiv recent valu trend environ indic recent valu trend per per recent valu trend forest area land forest area land recent valu trend access electr access electr recent valu trend annual total intern annual total intern recent valu trend electr product renew exclud hydroelectr electr product renew exclud hydroelectr recent valu trend peopl safe sanit peopl safe sanit recent valu trend indic recent valu trend intent intent recent valu trend central govern total central govern total recent valu trend statist perform overal score statist perform overal score recent valu trend recent valu trend proport nation proport nation recent valu trend foreign direct net foreign direct net recent valu trend map compar time seri world develop excel explor countri profil back top fiscal year million new supplement fiscal year brows map summari billion maI origin princip amount amount amount undisburs amount oblig summari financi intermediari fund million explor raw data world slice dice visual share site social take home mobil recent region surveI region protect sector develop project peter global invest competit surveI world bank group food insecur experi scale statist divis provid data peopl live oper human capit index per horizont product rel complet educ full health brazil human capit index data countri level human capit index well overal index amount human capit child born todaI expect attain age given poor health poor educ prevail countri design highlight current health educ shape product next gener assum born todaI experi next educ health age rang current human capit index global econom annual growth brazil global econom world economi affect report major commod financi global econom climat chang averag monthli temperatur averag monthli rainfal climat chang knowledg portal climat data inform understand commun futur climat chang climat chang knowledg portal help us improv site help feedback legal privaci notic access inform contact world bank report fraud corrupt site optim function give best possibl continu navig beyond learn click
Cameroon | Data,Cameroon from The World Bank: Data,https://data.worldbank.org/country/cameroon?view=chart,data page close brows countri indic data menu page data brows countri indic us get help desk contact data improv statist capac global data facil intern comparison program power pariti intern household surveI network joint extern debt hub open data quarterli extern debt statist world develop intern debt statist countri data develop use jump human capit index global econom climat overview theme goal topic social econom environ social indic recent valu trend poverti ratio daI poverti ratio daI recent valu trend life expect total life expect total recent valu trend total total recent valu trend popul growth popul growth recent valu trend net migrat net migrat recent valu trend human capit index human capit index recent valu trend econom indic recent valu trend current constant current constant recent valu billion billion trend per per current constant current constant recent valu trend growth growth recent valu trend total total labor total total labor recent valu trend consum consum recent valu trend person receiv person receiv recent valu trend environ indic recent valu trend per per recent valu trend forest area land forest area land recent valu trend access electr access electr recent valu trend annual total intern annual total intern recent valu trend electr product renew exclud hydroelectr electr product renew exclud hydroelectr recent valu trend peopl safe sanit peopl safe sanit data avail trend indic recent valu trend intent intent recent valu trend central govern total central govern total data avail trend statist perform overal score statist perform overal score recent valu trend recent valu trend proport nation proport nation recent valu trend foreign direct net foreign direct net recent valu trend map compar time seri world develop excel explor countri profil back top fiscal year million new supplement fiscal year brows map summari million maI origin princip amount amount amount undisburs amount oblig summari million maI origin princip amount amount amount undisburs amount oblig explor raw data world slice dice visual share site social take home mobil recent compar firm level data studi data household surveI food agricultur data hub food insecur experi scale statist divis provid data peopl live oper human capit index per horizont product rel complet educ full health human capit index data countri level human capit index well overal index amount human capit child born todaI expect attain age given poor health poor educ prevail countri design highlight current health educ shape product next gener assum born todaI experi next educ health age rang current human capit index global econom annual growth global econom world economi affect report major commod financi global econom climat chang averag monthli temperatur averag monthli rainfal climat chang knowledg portal climat data inform understand commun futur climat chang climat chang knowledg portal help us improv site help feedback legal privaci notic access inform contact world bank report fraud corrupt site optim function give best possibl continu navig beyond learn click
Canada | Data,Canada from The World Bank: Data,https://data.worldbank.org/country/canada?view=chart,data page canada close brows countri indic data menu page data brows countri indic us get help desk contact data improv statist capac global data facil intern comparison program power pariti intern household surveI network joint extern debt hub open data quarterli extern debt statist world develop intern debt statist countri data develop use canada jump human capit index climat overview theme goal topic social econom environ social indic recent valu trend poverti ratio daI poverti ratio daI recent valu trend life expect total life expect total recent valu trend total total recent valu trend popul growth popul growth recent valu trend net migrat net migrat recent valu trend human capit index human capit index recent valu trend econom indic recent valu trend current constant current constant recent valu trillion trillion trend per per current constant current constant recent valu trend growth growth recent valu trend total total labor total total labor recent valu trend consum consum recent valu trend person receiv person receiv recent valu trend environ indic recent valu trend per per recent valu trend forest area land forest area land recent valu trend access electr access electr recent valu trend annual total intern annual total intern recent valu trend electr product renew exclud hydroelectr electr product renew exclud hydroelectr recent valu trend peopl safe sanit peopl safe sanit recent valu trend indic recent valu trend intent intent recent valu trend central govern total central govern total recent valu trend statist perform overal score statist perform overal score recent valu trend recent valu trend proport nation proport nation recent valu trend foreign direct net foreign direct net recent valu trend map compar time seri world develop excel explor countri profil back top summari financi intermediari fund million explor raw data world slice dice visual share site social take home mobil recent global financi inclus develop research financ privat sector develop unit global financi inclus develop research financ privat sector develop unit global financi inclus develop research financ privat sector develop unit global financi inclus develop research financ privat sector develop unit provid data peopl live oper human capit index per horizont product rel complet educ full health canada human capit index data countri level human capit index well overal index amount human capit child born todaI expect attain age given poor health poor educ prevail countri design highlight current health educ shape product next gener assum born todaI experi next educ health age rang current human capit index climat chang averag monthli temperatur averag monthli rainfal climat chang knowledg portal climat data inform understand commun futur climat chang climat chang knowledg portal help us improv site help feedback legal privaci notic access inform contact world bank report fraud corrupt site optim function give best possibl continu navig beyond learn click
Cayman Islands | Data,Cayman Islands from The World Bank: Data,https://data.worldbank.org/country/cayman-islands?view=chart,data page cayman close brows countri indic data menu page data brows countri indic us get help desk contact data improv statist capac global data facil intern comparison program power pariti intern household surveI network joint extern debt hub open data quarterli extern debt statist world develop intern debt statist countri data develop use cayman jump human capit index climat overview theme goal topic social econom environ social indic recent valu trend poverti ratio daI poverti ratio daI data avail trend life expect total life expect total recent valu trend total total recent valu trend popul growth popul growth recent valu trend net migrat net migrat recent valu trend human capit index human capit index data avail trend econom indic recent valu trend current constant current constant recent valu billion billion trend per per current constant current constant recent valu trend growth growth recent valu trend total total labor total total labor data avail trend consum consum recent valu trend person receiv person receiv recent valu trend environ indic recent valu trend per per data avail trend forest area land forest area land recent valu trend access electr access electr recent valu trend annual total intern annual total intern data avail trend electr product renew exclud hydroelectr electr product renew exclud hydroelectr data avail trend peopl safe sanit peopl safe sanit data avail trend indic recent valu trend intent intent recent valu trend central govern total central govern total data avail trend statist perform overal score statist perform overal score data avail trend recent valu trend proport nation proport nation data avail trend foreign direct net foreign direct net recent valu trend map compar time seri world develop excel explor countri profil back top recent futur busi surveI econom develop world bank govern govern financi develop structur beck ross eric school univers global incom inequ provid data peopl live oper human capit index per horizont product rel complet educ full health cayman human capit index data countri level human capit index well overal index amount human capit child born todaI expect attain age given poor health poor educ prevail countri design highlight current health educ shape product next gener assum born todaI experi next educ health age rang current human capit index climat chang averag monthli temperatur averag monthli rainfal climat chang knowledg portal climat data inform understand commun futur climat chang climat chang knowledg portal help us improv site help feedback legal privaci notic access inform contact world bank report fraud corrupt site optim function give best possibl continu navig beyond learn click
Bermuda | Data,Bermuda from The World Bank: Data,https://data.worldbank.org/country/bermuda?view=chart,data page close brows countri indic data menu page data brows countri indic us get help desk contact data improv statist capac global data facil intern comparison program power pariti intern household surveI network joint extern debt hub open data quarterli extern debt statist world develop intern debt statist countri data develop use jump human capit index climat overview theme goal topic social econom environ social indic recent valu trend poverti ratio daI poverti ratio daI data avail trend life expect total life expect total recent valu trend total total recent valu trend popul growth popul growth recent valu trend net migrat net migrat recent valu trend human capit index human capit index data avail trend econom indic recent valu trend current constant current constant recent valu billion billion trend per per current constant current constant recent valu trend growth growth recent valu trend total total labor total total labor data avail trend consum consum data avail trend person receiv person receiv recent valu trend environ indic recent valu trend per per data avail trend forest area land forest area land recent valu trend access electr access electr recent valu trend annual total intern annual total intern data avail trend electr product renew exclud hydroelectr electr product renew exclud hydroelectr data avail trend peopl safe sanit peopl safe sanit data avail trend indic recent valu trend intent intent recent valu trend central govern total central govern total data avail trend statist perform overal score statist perform overal score data avail trend recent valu trend proport nation proport nation data avail trend foreign direct net foreign direct net recent valu trend map compar time seri world develop excel explor countri profil back top recent surveI interest rate world bank group competit innov global practic provid data peopl live oper human capit index per horizont product rel complet educ full health human capit index data countri level human capit index well overal index amount human capit child born todaI expect attain age given poor health poor educ prevail countri design highlight current health educ shape product next gener assum born todaI experi next educ health age rang current human capit index climat chang averag monthli temperatur averag monthli rainfal climat chang knowledg portal climat data inform understand commun futur climat chang climat chang knowledg portal help us improv site help feedback legal privaci notic access inform contact world bank report fraud corrupt site optim function give best possibl continu navig beyond learn click
Austria | Data,Austria from The World Bank: Data,https://data.worldbank.org/country/austria?view=chart,data page close brows countri indic data menu page data brows countri indic us get help desk contact data improv statist capac global data facil intern comparison program power pariti intern household surveI network joint extern debt hub open data quarterli extern debt statist world develop intern debt statist countri data develop use jump human capit index climat overview theme goal topic social econom environ social indic recent valu trend poverti ratio daI poverti ratio daI recent valu trend life expect total life expect total recent valu trend total total recent valu trend popul growth popul growth recent valu trend net migrat net migrat recent valu trend human capit index human capit index recent valu trend econom indic recent valu trend current constant current constant recent valu billion billion trend per per current constant current constant recent valu trend growth growth recent valu trend total total labor total total labor recent valu trend consum consum recent valu trend person receiv person receiv recent valu trend environ indic recent valu trend per per recent valu trend forest area land forest area land recent valu trend access electr access electr recent valu trend annual total intern annual total intern recent valu trend electr product renew exclud hydroelectr electr product renew exclud hydroelectr recent valu trend peopl safe sanit peopl safe sanit recent valu trend indic recent valu trend intent intent recent valu trend central govern total central govern total recent valu trend statist perform overal score statist perform overal score recent valu trend recent valu trend proport nation proport nation recent valu trend foreign direct net foreign direct net recent valu trend map compar time seri world develop excel explor countri profil back top fiscal year million new supplement fiscal year brows map summari financi intermediari fund million explor raw data world slice dice visual share site social take home mobil recent social surveI round ess research infrastructur consortium social surveI round ess research infrastructur consortium social surveI round ess research infrastructur consortium food insecur experi scale statist divis provid data peopl live oper human capit index per horizont product rel complet educ full health human capit index data countri level human capit index well overal index amount human capit child born todaI expect attain age given poor health poor educ prevail countri design highlight current health educ shape product next gener assum born todaI experi next educ health age rang current human capit index climat chang averag monthli temperatur averag monthli rainfal climat chang knowledg portal climat data inform understand commun futur climat chang climat chang knowledg portal help us improv site help feedback legal privaci notic access inform contact world bank report fraud corrupt site optim function give best possibl continu navig beyond learn click
"Bahamas, The | Data","Bahamas, The from The World Bank: Data",https://data.worldbank.org/country/bahamas-the?view=chart,data page close brows countri indic data menu page data brows countri indic us get help desk contact data improv statist capac global data facil intern comparison program power pariti intern household surveI network joint extern debt hub open data quarterli extern debt statist world develop intern debt statist countri data develop use jump human capit index global econom climat overview theme goal topic social econom environ social indic recent valu trend poverti ratio daI poverti ratio daI data avail trend life expect total life expect total recent valu trend total total recent valu trend popul growth popul growth recent valu trend net migrat net migrat recent valu trend human capit index human capit index data avail trend econom indic recent valu trend current constant current constant recent valu billion billion trend per per current constant current constant recent valu trend growth growth recent valu trend total total labor total total labor recent valu trend consum consum recent valu trend person receiv person receiv recent valu trend environ indic recent valu trend per per recent valu trend forest area land forest area land recent valu trend access electr access electr recent valu trend annual total intern annual total intern data avail trend electr product renew exclud hydroelectr electr product renew exclud hydroelectr data avail trend peopl safe sanit peopl safe sanit data avail trend indic recent valu trend intent intent recent valu trend central govern total central govern total recent valu trend statist perform overal score statist perform overal score recent valu trend recent valu trend proport nation proport nation recent valu trend foreign direct net foreign direct net recent valu trend map compar time seri world develop excel explor countri profil back top fiscal year million new supplement fiscal year brows map summari million maI origin princip amount amount amount undisburs amount oblig explor raw data world slice dice visual share site social take home mobil recent food insecur experi scale statist divis enterpris surveI world bank futur busi surveI econom develop world bank govern govern provid data peopl live oper human capit index per horizont product rel complet educ full health human capit index data countri level human capit index well overal index amount human capit child born todaI expect attain age given poor health poor educ prevail countri design highlight current health educ shape product next gener assum born todaI experi next educ health age rang current human capit index global econom annual growth global econom world economi affect report major commod financi global econom climat chang averag monthli temperatur averag monthli rainfal climat chang knowledg portal climat data inform understand commun futur climat chang climat chang knowledg portal help us improv site help feedback legal privaci notic access inform contact world bank report fraud corrupt site optim function give best possibl continu navig beyond learn click
Brunei Darussalam | Data,Brunei Darussalam from The World Bank: Data,https://data.worldbank.org/country/brunei-darussalam?view=chart,data page close brows countri indic data menu page data brows countri indic us get help desk contact data improv statist capac global data facil intern comparison program power pariti intern household surveI network joint extern debt hub open data quarterli extern debt statist world develop intern debt statist countri data develop use jump human capit index climat overview theme goal topic social econom environ social indic recent valu trend poverti ratio daI poverti ratio daI data avail trend life expect total life expect total recent valu trend total total recent valu trend popul growth popul growth recent valu trend net migrat net migrat recent valu trend human capit index human capit index recent valu trend econom indic recent valu trend current constant current constant recent valu billion billion trend per per current constant current constant recent valu trend growth growth recent valu trend total total labor total total labor recent valu trend consum consum recent valu trend person receiv person receiv recent valu trend environ indic recent valu trend per per recent valu trend forest area land forest area land recent valu trend access electr access electr recent valu trend annual total intern annual total intern recent valu trend electr product renew exclud hydroelectr electr product renew exclud hydroelectr recent valu trend peopl safe sanit peopl safe sanit data avail trend indic recent valu trend intent intent recent valu trend central govern total central govern total data avail trend statist perform overal score statist perform overal score recent valu trend recent valu trend proport nation proport nation recent valu trend foreign direct net foreign direct net recent valu trend map compar time seri world develop excel explor countri profil back top summari financi intermediari fund thousand explor raw data world slice dice visual share site social take home mobil human capit index per horizont product rel complet educ full health human capit index data countri level human capit index well overal index amount human capit child born todaI expect attain age given poor health poor educ prevail countri design highlight current health educ shape product next gener assum born todaI experi next educ health age rang current human capit index climat chang averag monthli temperatur averag monthli rainfal climat chang knowledg portal climat data inform understand commun futur climat chang climat chang knowledg portal help us improv site help feedback legal privaci notic access inform contact world bank report fraud corrupt site optim function give best possibl continu navig beyond learn click
Channel Islands | Data,Channel Islands from The World Bank: Data,https://data.worldbank.org/country/channel-islands?view=chart,data page channel close brows countri indic data menu page data brows countri indic us get help desk contact data improv statist capac global data facil intern comparison program power pariti intern household surveI network joint extern debt hub open data quarterli extern debt statist world develop intern debt statist countri data develop use channel jump human capit index overview theme goal topic social econom environ social indic recent valu trend poverti ratio daI poverti ratio daI data avail trend life expect total life expect total recent valu trend total total recent valu trend popul growth popul growth recent valu trend net migrat net migrat recent valu trend human capit index human capit index data avail trend econom indic recent valu trend current constant current constant recent valu billion billion trend per per current constant current constant recent valu trend growth growth recent valu trend total total labor total total labor recent valu trend consum consum data avail trend person receiv person receiv data avail trend environ indic recent valu trend per per data avail trend forest area land forest area land recent valu trend access electr access electr recent valu trend annual total intern annual total intern data avail trend electr product renew exclud hydroelectr electr product renew exclud hydroelectr data avail trend peopl safe sanit peopl safe sanit data avail trend indic recent valu trend intent intent recent valu trend central govern total central govern total data avail trend statist perform overal score statist perform overal score data avail trend data avail trend proport nation proport nation data avail trend foreign direct net foreign direct net data avail trend map compar time seri world develop excel explor countri profil back top human capit index per horizont product rel complet educ full health channel human capit index data countri level human capit index well overal index amount human capit child born todaI expect attain age given poor health poor educ prevail countri design highlight current health educ shape product next gener assum born todaI experi next educ health age rang current human capit index help us improv site help feedback legal privaci notic access inform contact world bank report fraud corrupt site optim function give best possibl continu navig beyond learn click
Chile | Data,Chile from The World Bank: Data,https://data.worldbank.org/country/chile?view=chart,data page chile close brows countri indic data menu page data brows countri indic us get help desk contact data improv statist capac global data facil intern comparison program power pariti intern household surveI network joint extern debt hub open data quarterli extern debt statist world develop intern debt statist countri data develop use chile jump human capit index global econom climat overview theme goal topic social econom environ social indic recent valu trend poverti ratio daI poverti ratio daI recent valu trend life expect total life expect total recent valu trend total total recent valu trend popul growth popul growth recent valu trend net migrat net migrat recent valu trend human capit index human capit index recent valu trend econom indic recent valu trend current constant current constant recent valu billion billion trend per per current constant current constant recent valu trend growth growth recent valu trend total total labor total total labor recent valu trend consum consum recent valu trend person receiv person receiv recent valu trend environ indic recent valu trend per per recent valu trend forest area land forest area land recent valu trend access electr access electr recent valu trend annual total intern annual total intern recent valu trend electr product renew exclud hydroelectr electr product renew exclud hydroelectr recent valu trend peopl safe sanit peopl safe sanit recent valu trend indic recent valu trend intent intent recent valu trend central govern total central govern total recent valu trend statist perform overal score statist perform overal score recent valu trend recent valu trend proport nation proport nation recent valu trend foreign direct net foreign direct net recent valu trend map compar time seri world develop excel explor countri profil back top fiscal year million new supplement fiscal year brows map summari million maI origin princip amount amount amount undisburs amount oblig explor raw data world slice dice visual share site social take home mobil recent busi small woodruff food insecur experi scale statist divis pilot test evalu indic stella lac high frequenc phone wave romero provid data peopl live oper human capit index per horizont product rel complet educ full health chile human capit index data countri level human capit index well overal index amount human capit child born todaI expect attain age given poor health poor educ prevail countri design highlight current health educ shape product next gener assum born todaI experi next educ health age rang current human capit index global econom annual growth chile global econom world economi affect report major commod financi global econom climat chang averag monthli temperatur averag monthli rainfal climat chang knowledg portal climat data inform understand commun futur climat chang climat chang knowledg portal help us improv site help feedback legal privaci notic access inform contact world bank report fraud corrupt site optim function give best possibl continu navig beyond learn click
British Virgin Islands | Data,British Virgin Islands from The World Bank: Data,https://data.worldbank.org/country/british-virgin-islands?view=chart,data page virgin close brows countri indic data menu page data brows countri indic us get help desk contact data improv statist capac global data facil intern comparison program power pariti intern household surveI network joint extern debt hub open data quarterli extern debt statist world develop intern debt statist countri data develop use virgin jump human capit index climat overview theme goal topic social econom environ social indic recent valu trend poverti ratio daI poverti ratio daI data avail trend life expect total life expect total recent valu trend total total recent valu trend popul growth popul growth recent valu trend net migrat net migrat recent valu trend human capit index human capit index data avail trend econom indic recent valu trend current constant current constant data avail trend per per current constant current constant data avail trend growth growth data avail trend total total labor total total labor data avail trend consum consum data avail trend person receiv person receiv data avail trend environ indic recent valu trend per per data avail trend forest area land forest area land recent valu trend access electr access electr recent valu trend annual total intern annual total intern data avail trend electr product renew exclud hydroelectr electr product renew exclud hydroelectr data avail trend peopl safe sanit peopl safe sanit data avail trend indic recent valu trend intent intent recent valu trend central govern total central govern total data avail trend statist perform overal score statist perform overal score data avail trend recent valu trend proport nation proport nation data avail trend foreign direct net foreign direct net data avail trend map compar time seri world develop excel explor countri profil back top human capit index per horizont product rel complet educ full health virgin human capit index data countri level human capit index well overal index amount human capit child born todaI expect attain age given poor health poor educ prevail countri design highlight current health educ shape product next gener assum born todaI experi next educ health age rang current human capit index climat chang averag monthli temperatur averag monthli rainfal climat chang knowledg portal climat data inform understand commun futur climat chang climat chang knowledg portal help us improv site help feedback legal privaci notic access inform contact world bank report fraud corrupt site optim function give best possibl continu navig beyond learn click
Colombia | Data,Colombia from The World Bank: Data,https://data.worldbank.org/country/colombia?view=chart,data page close brows countri indic data menu page data brows countri indic us get help desk contact data improv statist capac global data facil intern comparison program power pariti intern household surveI network joint extern debt hub open data quarterli extern debt statist world develop intern debt statist countri data develop use jump human capit index global econom climat overview theme goal topic social econom environ social indic recent valu trend poverti ratio daI poverti ratio daI recent valu trend life expect total life expect total recent valu trend total total recent valu trend popul growth popul growth recent valu trend net migrat net migrat recent valu trend human capit index human capit index recent valu trend econom indic recent valu trend current constant current constant recent valu billion billion trend per per current constant current constant recent valu trend growth growth recent valu trend total total labor total total labor recent valu trend consum consum recent valu trend person receiv person receiv recent valu trend environ indic recent valu trend per per recent valu trend forest area land forest area land recent valu trend access electr access electr recent valu trend annual total intern annual total intern recent valu trend electr product renew exclud hydroelectr electr product renew exclud hydroelectr recent valu trend peopl safe sanit peopl safe sanit recent valu trend indic recent valu trend intent intent recent valu trend central govern total central govern total recent valu trend statist perform overal score statist perform overal score recent valu trend recent valu trend proport nation proport nation recent valu trend foreign direct net foreign direct net recent valu trend map compar time seri world develop excel explor countri profil back top fiscal year million new supplement fiscal year brows map summari billion maI origin princip amount amount amount undisburs amount oblig summari financi intermediari fund million explor raw data world slice dice visual share site social take home mobil recent region surveI region protect sector surveI abandon region protect sector region assess situat ne older move un refuge agenc data household surveI food agricultur data hub provid data peopl live oper human capit index per horizont product rel complet educ full health human capit index data countri level human capit index well overal index amount human capit child born todaI expect attain age given poor health poor educ prevail countri design highlight current health educ shape product next gener assum born todaI experi next educ health age rang current human capit index global econom annual growth global econom world economi affect report major commod financi global econom climat chang averag monthli temperatur averag monthli rainfal climat chang knowledg portal climat data inform understand commun futur climat chang climat chang knowledg portal help us improv site help feedback legal privaci notic access inform contact world bank report fraud corrupt site optim function give best possibl continu navig beyond learn click
China | Data,China from The World Bank: Data,https://data.worldbank.org/country/china?view=chart,data page china close brows countri indic data menu page data brows countri indic us get help desk contact data improv statist capac global data facil intern comparison program power pariti intern household surveI network joint extern debt hub open data quarterli extern debt statist world develop intern debt statist countri data develop use china jump human capit index global econom climat overview theme goal topic social econom environ social indic recent valu trend poverti ratio daI poverti ratio daI recent valu trend life expect total life expect total recent valu trend total total recent valu billion billion trend popul growth popul growth recent valu trend net migrat net migrat recent valu trend human capit index human capit index recent valu trend econom indic recent valu trend current constant current constant recent valu trillion trillion trend per per current constant current constant recent valu trend growth growth recent valu trend total total labor total total labor recent valu trend consum consum recent valu trend person receiv person receiv recent valu trend environ indic recent valu trend per per recent valu trend forest area land forest area land recent valu trend access electr access electr recent valu trend annual total intern annual total intern recent valu trend electr product renew exclud hydroelectr electr product renew exclud hydroelectr recent valu trend peopl safe sanit peopl safe sanit recent valu trend indic recent valu trend intent intent recent valu trend central govern total central govern total data avail trend statist perform overal score statist perform overal score recent valu trend recent valu trend proport nation proport nation recent valu trend foreign direct net foreign direct net recent valu trend map compar time seri world develop excel explor countri profil back top fiscal year million new supplement fiscal year brows map summari billion maI origin princip amount amount amount undisburs amount oblig summari financi intermediari fund million explor raw data world slice dice visual share site social take home mobil recent replic migrat world bank world bank group countri surveI public opinion research group vaccin global financi inclus develop research financ privat sector develop unit provid data peopl live oper human capit index per horizont product rel complet educ full health china human capit index data countri level human capit index well overal index amount human capit child born todaI expect attain age given poor health poor educ prevail countri design highlight current health educ shape product next gener assum born todaI experi next educ health age rang current human capit index global econom annual growth china global econom world economi affect report major commod financi global econom climat chang averag monthli temperatur averag monthli rainfal climat chang knowledg portal climat data inform understand commun futur climat chang climat chang knowledg portal help us improv site help feedback legal privaci notic access inform contact world bank report fraud corrupt site optim function give best possibl continu navig beyond learn click
"Congo, Rep. | Data","Congo, Rep. from The World Bank: Data",https://data.worldbank.org/country/congo-rep?view=chart,data page close brows countri indic data menu page data brows countri indic us get help desk contact data improv statist capac global data facil intern comparison program power pariti intern household surveI network joint extern debt hub open data quarterli extern debt statist world develop intern debt statist countri data develop use jump human capit index global econom climat overview theme goal topic social econom environ social indic recent valu trend poverti ratio daI poverti ratio daI recent valu trend life expect total life expect total recent valu trend total total recent valu trend popul growth popul growth recent valu trend net migrat net migrat recent valu trend human capit index human capit index recent valu trend econom indic recent valu trend current constant current constant recent valu billion billion trend per per current constant current constant recent valu trend growth growth recent valu trend total total labor total total labor recent valu trend consum consum recent valu trend person receiv person receiv recent valu trend environ indic recent valu trend per per recent valu trend forest area land forest area land recent valu trend access electr access electr recent valu trend annual total intern annual total intern recent valu trend electr product renew exclud hydroelectr electr product renew exclud hydroelectr recent valu trend peopl safe sanit peopl safe sanit data avail trend indic recent valu trend intent intent data avail trend central govern total central govern total recent valu trend statist perform overal score statist perform overal score recent valu trend recent valu trend proport nation proport nation recent valu trend foreign direct net foreign direct net recent valu trend map compar time seri world develop excel explor countri profil back top fiscal year million new supplement fiscal year brows map summari million maI origin princip amount amount amount undisburs amount oblig summari million maI origin princip amount amount amount undisburs amount oblig explor raw data world slice dice visual share site social take home mobil recent world bank group countri public opinion research group food insecur experi scale statist divis food insecur experi scale statist divis global financi inclus develop research financ privat sector develop unit provid data peopl live oper human capit index per horizont product rel complet educ full health human capit index data countri level human capit index well overal index amount human capit child born todaI expect attain age given poor health poor educ prevail countri design highlight current health educ shape product next gener assum born todaI experi next educ health age rang current human capit index global econom annual growth global econom world economi affect report major commod financi global econom climat chang averag monthli temperatur averag monthli rainfal climat chang knowledg portal climat data inform understand commun futur climat chang climat chang knowledg portal help us improv site help feedback legal privaci notic access inform contact world bank report fraud corrupt site optim function give best possibl continu navig beyond learn click
